cluster_id;count;timespan;gap;locations;average_length;starting_title;starting_date;ending_date;end month;end decade;Span;ending_country;starting_country;starting_location;starting_year;all_locations;all_titles;all_countries;crossed;out_date;in_date;out_city;out_country;in_city;in_country;genre;first_text
cluster_30965541;4;5074;13;3;2730;;1782-02-01T00:00:00Z;1795-12-24T00:00:00Z;12;1790;year+;Sweden;Sweden;Göteborg;1782;['Göteborg', 'Stockholm', 'Gävle'];['Götheborgs Allehanda', 'Stockholmsposten', 'Weckoblad För Gefleborgs Län'];['Sweden'];;;;;;;;stories;"bland afwcn 170 baler Saffranon. Resan fortsattes tued conrrairc wind lil d. IZ Oct. viii inorgonen, dä wi blefwo wärst eli swart rök tränga sig srain utur skepps - rummet. Jag slör genast, al Saffranonen tagit eld, och lat strax sätta ut bät och cchaloupe. Medan detta gjordes tiltog röken sä härdt, at mi icke kunde kolmsta nedD Cajutaneller Skantsen. Jag resolverade dä at öpna storurckan i tänka at losta -saffranonen och om inöstligt, were constrvera skeppet. Pä förkant vin storluckan lägo lofterne lil barett jämte litet tägwcrke, detta war brandt til kol, saint däcker pä underkant. Den första lågan, stut trängde fraiu imellan balerne, flacktcs nied watten, och wi begynle losta Saffranons- balerne ber fon, elden kolti up; men dä wj kastat 7 dfwer bord och begynte lyfta den stde, still läg i Zdjc laget, koni lägan fä starr, at wi nödgades stykla i batarne, utan at bärga nägon ting'. Ester cn c-vari timma war elden anda up i stvr«brai»stglet, och litet derefter' stig jag med lärår i ögonen masterne falla öfwer bord - - cn fastig sint för mig och mine följeflagare tili cn öppen bär, 124 mil ffrän närmaste land. Wi wörö wester om Lett Caudia. Wi gjorde wärl bästa för land. Denne och följande dagen pasterade nied makligt wäder, ilten nättén imellan d. 14 och 15 dftverkotu öst et histeligt wäder nied storm, ragn, blixt och dunder. Dä kastades i sion det lilla, stin folket bergat af sina saker, och säg det ut font HErren hade beslutat at kalla öst pä detta sättet, sedan wi genom Hans bcst/ttncrlrgn hjelp ristdgätt eldslägorntz. — Dar längtan efter dager war obeskrffwelig. Ändteligen blef dager, rilen wist-, den sprang tillika sydlig, sä at wi icke knnde kolmila i 'land pä Candia. Wr höllö dä utaf til Sirigotte, en wild och obebodd O, ber mi landstegs d. 15 Fl. 2 eftermiddagen. Har tänkte wi at sinna något til föda, men fdrgäfwes. Wi hade Mai denna dagen kunnat gä lil Sirigo, ilten lttmattade af arbete, makande och mäta. Mte mi land ywarast mi det nannast kunde'finna. Wi tyckte öst i början ränrineligen nöjde nied detta wärl lilla rike; men der farts mm branta berg och klippor intet annat, än ek stags Wildgräs, stin hade smak af medicine; nSden hade ingen lag, wi mäste ata det, och iippchvllo ost dermed pä denna Leii i Zne bagar, lil desi siomten lade sig d. 18 oiu morgonen, dä wi satte segel pä wär bät, och anlände wid solens itedergäng ill Staden Lanea Pä Candia. ""OförsigtMet har jag icke wid Lenna olyckliga händelsen at förebrä ling, annan, än deli at hafwa lasradt denna fatala- waran ;, ty ingen enda bal koln ou; bord uran at först störtas och madras, och blef ä nyo visiterad sedan ben war inpackad; &gt; - men hwad hjelper ast fbrfigtighet Med en sä arwéntyrlig stara, stin tar cld af sig ffelf!' Wid ai.komsicn til Canca gjorde jag genast bchörig protest litt Be»ciiansta Cancellie"
cluster_30794172;5;4937;13;3;567;;1782-01-10T00:00:00Z;1795-07-18T00:00:00Z;7;1790;year+;Sweden;Finland;Turku;1782;['Turku', 'Stockholm', 'Falun'];['Tidningar Utgifne Af Et Sällskap I Åbo', 'Stockholmsposten', 'Fahlu Weckoblad'];['Finland', 'Sweden'];True;1782-01-10T00:00:00Z;1782-05-17T00:00:00Z;Turku;Finland;Stockholm;Sweden;stories;aa. D)älXmon dör - - ach bistra timma! I tärar (Ilae« ögon simma': Hon ömkligt qwldi? flere dar, Och nejdcn återställ af Hmnes suckar bar< En Eremit, som nära bodde, lVck i sin rena enfald trodde Ar lHo« sorg .af hjertat war. Til Hennes hndda wagen tar, Där Han med mänga ord bewisar^ Hur uselt allt det nöjet är. Ät älskas, och at wara kar. Men däremot fin fällhet prisar: Lat aldrig mera, sade Han, Dit bröst af karleks nycker däras. Af inga nya lsgor säras , Men wörda til din graf din saligt böda Wan« I nannsta skvg, där ewig tystnad rsr^ Och nauens mörker har sit
cluster_6150503;4;4911;9;4;790;;1786-01-21T00:00:00Z;1799-07-03T00:00:00Z;7;1790;year+;Sweden;Sweden;Stockholm;1786;['Stockholm', 'Kalmar', 'Linköping', 'Jönköping'];['Stockholmsposten', 'Linköpingsbladet', 'Jönköpings Allahanda', 'Calmarposten'];['Sweden'];;;;;;;;stories;"betage» i gräset wid cascadens brädd, flön, som den yngsta af Behagen j Destas osfcrdrägt förklädd; Som Manon gär i molnets bädd, fa sönk des öga til för dagen. Än sträckte hon en rundad arm, som liljans hwithet tycktes jäfwa, än sägs de mörka haren swäfwa kring hennes alabasterbarn,, och hennes runda bröst med harm de glest förbredda lockar häfwa. Jag säg Zephiren flygtigt sträfwa st blotta har en sirlig fot, der, någon yppig ledamot, sch hennes tunna mantel bäfiva, för de förmätna fläcktars hök. Men, om förföriskt stöna Qwinua! du dig i sömnens armar ter, förtjusande som en Gudinna, hur mycket är du det ej mer, när dina mörka ögen brinna med samma glans som dagen gelk Ia! när i det du ljufligt ler, jag ser dig mig til mötes träda, sä tycks mig at jag wären ser sam kommer at Na"
cluster_30965385;6;4887;10;3;569;;1783-08-15T00:00:00Z;1796-12-31T00:00:00Z;12;1790;year+;Sweden;Sweden;Göteborg;1783;['Göteborg', 'Karlstad', 'Stockholm'];['Götheborgs Allehanda', 'Carlstads Weckotidningar', 'Stockholmsposten', 'Götheborgska Nyheter'];['Sweden'];;;;;;;;stories;ldrig mera gä p8 krogen, »tan ifrån dell dagen aldeles ändra sit lefnads-salt. Han dies ock ordhällrg, gick sedermera aldrig pä wärdshus, utan stötte redeligen sin hushållning, och tilbragtc, fdfom en rätcstaffens man och Far, sin masta tid uti stötct af en öm och kai' flägt. Denne Bonden bodde ej långt »frän Basel, i Marggreswens af Baden Land. Han Sog för 4 Sr sedan, och upläcktc denna körande handelse, pä sote-sängen för -in Kyrkoherde, som ock aaf honoin wälföiljent loford, for hans förbättrade upförande, uti den wanliga lik-pradikan. ^ öfwermorgon, e
cluster_30794039;8;4383;5;5;1086;;1784-03-04T00:00:00Z;1796-03-04T00:00:00Z;3;1790;year+;Sweden;Finland;Turku;1784;['Turku', 'Stockholm', 'Kalmar', 'Falun', 'Gävle'];['Tidningar Utgifne Af Et Sällskap I Åbo', 'Stockholmsposten', 'Weckotidning', 'Fahlu Weckoblad', 'Weckoblad För Gefleborgs Län'];['Finland', 'Sweden'];True;1784-03-04T00:00:00Z;1786-02-03T00:00:00Z;Turku;Finland;Stockholm;Sweden;stories;"teligen icke förholle. Att effter thett Wij och War Elstelige Käre Hus-Fru baffue synnerligitt behag til thz öölt i Ost i theste förlidne ar, och syn^erl. i thenne nästför'idne höst tilschickedt haffue. Derföre är War gu""stige wilie och begäran, att j wele i t:!kommende Martz mänedt lil Wärt och Wär E^ssolige Käre Husftues eqitt behoff cffter ftmime s«tt lallie brygge til än Tirä eller Tre tester sädantt ööll, och är Wär gulisiige wilie, att war Vcfillnmaizman pä Hbo, eller War fougdte i Norre Fiudlandh schole leffrere Eder sä mvckitt maltt och, humbla som tder till will behössues, thermu Wij them och haffue tilschrissue latidt. Wijdere «r och Wcir gunstige wilie att i sampt medh wäre Befalluiligzmätl »ch so«gdter ther i Landzenden medh thz allnförste wele försch.lsse Ost uagre lessuendes Bidrner, ehuadh medell i ther til sinne kunne, Essser Wij för synnerl ursaker schulyh them beböfflw, tdcr till j all fiijtt förwende wele, sä att Wii för:de lessuendes Biorner sampt medh thette fbr:de Finste ödll wedh förste öpedt waten bekomme mättbe, Göre. des therudiunen som Ost alldelis ar til behag. Gudh Cdher befaltzndcs. vgtum ut lu"
cluster_6845514;4;4015;4;3;701;;1779-04-06T00:00:00Z;1790-04-03T00:00:00Z;4;1790;year+;Sweden;Sweden;Stockholm;1779;['Stockholm', 'Göteborg', 'Falun'];['Fahlu Weckoblad', 'Stockholmsposten', 'Götheborgska Nyheter', 'Hwad Nytt?'];['Sweden'];;;;;;;;stories;"akmets sköt sig sänka ner; Snart äter upp ur böljan täga, Al sprida ut ben rena laga, Soui- ljus och lif ät weridén ger. Hwad okänd han^, frän jordens stölé,■ Mig tyckt.s lysia öfwer styn^ Se, Hmlen öppnas,— jälla möte s Sig Christus wisar för min syn: Lär krönt med Majestät och ara , Han ses den Guda-Spiran bära , Som rättwist delar straff och Näb^ Dch tusend Änglar Throncn jxagta, Som pä Hans bud med lydnad akta, Och sjunga cm Hans helga räd. I otrons Barn! I lastens trälar! Ack! siadnen i Ert djerftva lopp; Försträckens otacksamma själar! En dag, Ert samwct waknar opp. Förstrackcns,— rc'n'n Basunen ljuder, Som Er til toms ur grafwcn bjuder: I fäsängt sökcn mi et stygd. En afgrund sig för Er bereder, Dit hämndens blixt Er störtar ne"
cluster_8747701;4;4005;8;3;1284;;1782-07-05T00:00:00Z;1793-06-22T00:00:00Z;6;1790;year+;Sweden;Sweden;Stockholm;1782;['Stockholm', 'Nyköping', 'Falun'];['Dagligt Allehanda', 'Fahlu Weckoblad', 'Allmänna Tidningar'];['Sweden'];;;;;;;;stories;"är hundra hjordar gZ i bet, En bäck frii» högd en kuttrar neder Och kring det friska gräset 'leder Sitt obestäud och stolta dö», Han sig i willo-stingring kröker, Tils ha» sitt flum med bnllret »ter Och störtar sig i salta sjön. Se Haswet tusend Holmar delar Där vagens stjerna swalkar sig, Ho» pS den hala ytan spelar, Ät desto mer förblinda mig; Et mjölk-hwilt segel ögat röjer, Hwar sig en GSthiss byggnad höjer Af tid och luftens mäld förstörd, Men snart den lätta dnken swäswqx Förbi et sält som hettan sträswar, At kröna med en gyllen störd. Pä denne häll en Gäste ansar Och kastar ut en swekfnll ref, Et flygtigt flår» pii wägen dansar, Där masken ned St djnpet dref, Knapt Fäne-flägtet honom stukar, Förn korken under wattnet dukar, FörgäsweS fängen stretat har; Hans käit wid morde-kroken hänger, Man böljans Son til landet slänger. Där han i gräset spratlar qwar, Eu Hare ned för detta Näset Lik som en stugge for förbi, De särfla spåren smitta gräset, Detz willo-siag firrädde bli, FörgZfwes busten honom skymmer, Frän Hundens fötter jorden rymmer, Han hastig bugt til läget tar, Hä nytt det strämda roswet flyglar Et dödligt bly setz wandring lpcktar, Dex lif i fria lusten sar. En Äng den blommornes Gudinna, Med (Svar tar i sitt försivar, Fär efter »8got motstZnd finna At Mognad"
cluster_6796901;4;3938;11;4;1361;;1784-12-27T00:00:00Z;1795-10-09T00:00:00Z;10;1790;year+;Sweden;Sweden;Stockholm;1784;['Stockholm', 'Falun', 'Örebro', 'Gävle'];['Fahlu Weckoblad', 'Stockholmsposten', 'Weckoblad För Gefleborgs Län', 'Örebro Weckoblad'];['Sweden'];;;;;;;;stories;"yckans Lappri. let&gt; förnuftig eftertanka, finna wi naturen nögd med litet, och at alt hwad i tiden kan sätta otz i flafwiff tilgifwenhet, förgär mev et lif, som ej kan räcka länge, dä wi afdraga barnären och fofwande tiden. Lifwets nöjen ärv förgängeliga och wära dagar förgäs lika med dem. Den stora Segerwinnaren G-ladin, nödgades lemna sina äröfringar för lika pris, som tiggaren sin käpp och säck. När han dog, upwiste Härholden för menigheten Kejsarens Swepduk med utrop, se' här! är alt hwad den rika Saladin förer med sig ur werlden. — GeuzisCaii kallade sina 4 Söner til dödssängen, sägande: Mina Barn, nu är tid at dela med Eder den lycka, som jag med beswärförwärfwat pä de olyckettgas bekostnad; jag gifwer Eder hwar sit Konungarike, och behäller för mig denna kruka, hwari min assa förwaras. — När man äter betragtar sjelfwa Högheten, är den som klädedrägten pä en Theater, bwilken ffiljer dem frän hwarandra, den korta tiden de agera; och ju högre en.role är, ju swärare är den at utföra; den ena spelar sin bättre, den andra sämre; begge syflosättas af tankspel och fördomar. — Kejsar August sade da han dog, det är nu gjort mina wänner, Comedien är all, har jag agerat wäl, sä klappa händerna nu; ty snart blir jag glömd. Säledes är här ingen annan lycksalighet än själens lugn, och intet lugn, der jordiff längtan fins. En förnuftig människa känner mer förnöjelse innom.sig pä en dag',', 6n den högfärdige med alla prälande förmäner, hel"
cluster_4406182;10;3820;5;3;495;;1789-07-13T00:00:00Z;1799-12-28T00:00:00Z;12;1790;year+;Sweden;Sweden;Stockholm;1789;['Stockholm', 'Turku', 'Karlskrona'];['Åbo Tidningar', 'Dagligt Allehanda', 'Stockholmsposten', 'Carlscronas Wekoblad', 'Inrikes Tidningar'];['Sweden', 'Finland'];True;1789-07-14T00:00:00Z;1794-11-03T00:00:00Z;Stockholm;Sweden;Turku;Finland;announcement;re Pub! Iq ve hus, där ej hyra erlägges, äfwensom alle omretzde rum, hwilka ej kunna hebos^ försiuftvor, werkstädcr, källare, Spamnäls Bodar, Windsglnggar samt Ladugarde eller andre uthus. 2:0 Likaledes upgiswes antalet af rum, som sro klädde med Sidentygs Tapctter, och rum hwa',uN upttjas Sideu Meubler, säsom Sängar, Soffor, stolar och Gardiners samt särjkildt sH«» dane rum, sängar canape
cluster_6796914;4;3682;5;4;1311;;1786-02-03T00:00:00Z;1796-03-04T00:00:00Z;3;1790;year+;Sweden;Sweden;Stockholm;1786;['Stockholm', 'Kalmar', 'Falun', 'Gävle'];['Fahlu Weckoblad', 'Stockholmsposten', 'Weckoblad För Gefleborgs Län', 'Weckotidning'];['Sweden'];;;;;;;;stories;"ung Iohan lihé Bref lil Herr Henrich Llaefion um nägre lester ööll han schall kathe bryggr til Kongl. Maj:ts behoff. Dat. Stockholm den 20 Jan. 1574. 9V)ij kunne Edber Herr Henrich Llaesson gunsteligen icke förholle, at esster thett Wij och Wär Elffelige Käre HusFru haffue beiynnerligitt behag til th; ööll i Öst i thesse förlidne är, och synnerl. i thönné nästförlidne höst tilschickede haffue. Derföre är Wär gunstige wilje och begäran, att j mele i tilkommende Martz mänedt til Wärl och Wär Elffelige^ Kärr HusFrues egitt behoff esster samme sätt kathe brygge til än twä eller Tre lester sadant ööll, och är Wär gunstige wilje, att wär Befalkningzman pä Äbo, eller Wär fougdte i Norre Findlandh schole lefferere Eder sä myckitt malt och humbla som ther till will behöffues, therum Wij them och haffue tilschriffue latidt. Wijdere är och Wär gunstige wilje att j sampt nied wäre Befallningzmän och fougdter ther i Landzenden med tbz allerförste mele förschaffe Öst nägre leffuendes Björner, ehuadh medell i ther til finne kunne, esster Wij för synnerl. urfaker schuldh them behöffue, ther till j all flijt förwende mele, sä at Wij för:de leffuendes Björner samvt medtz thette för:de Finffe ööll med förste öpedt walen bekomme mätthe, Gorendes therudinnen som Öst alldelis är til behag. Gudh Eder befattendeö. Datum ut supr"
cluster_6152058;4;3665;9;4;732;;1783-01-21T00:00:00Z;1793-02-02T00:00:00Z;2;1790;year+;Sweden;Sweden;Göteborg;1783;['Göteborg', 'Stockholm', 'Falun', 'Gävle'];['Fahlu Weckoblad', 'Stockholmsposten', 'Hwad Nytt?', 'Weckoblad För Gefleborgs Län'];['Sweden'];;;;;;;;advice;t ac förwara färs? Gäst: I^ärff gäst kan länge förwaras pä det sättet, at den öses genast efter bryggningen uti et kläde, som ombindes och lägges uti et fdyvi pä assa, som är strödd nägorlunda tjock pä och öfwer hela kärilet och ute pä klädet, hwilket packas tätt tilsammanoch blir liggande et dygn, eller tll dess assan dragit til sig alt det wäta frän gästen, och den blir Aadlg l klädet, samt tiock som en deg. Sedan kan gästen arbetas til kakor, hwilka göras i form af täckefat, med et häl midt ut
cluster_6152192;4;3273;6;4;1314;;1782-10-29T00:00:00Z;1791-10-15T00:00:00Z;10;1790;year+;Sweden;Sweden;Stockholm;1782;['Stockholm', 'Örebro', 'Karlstad', 'Falun'];['Fahlu Weckoblad', 'Stockholmsposten', 'Carlstads Weckotidningar', 'Örebro Weckoblad'];['Sweden'];;;;;;;;stories;"m ssulle lväl mit lif, men ej min jämmer fluta. Dä jag, t laster snärd, gick deras lön at njuta. Nej, lät mig lefwa! Gud! Men lät mig lefwa sä, At jag de förra fel med omsorg rätta mä! Lät min förförda själ, utur fin irring hinna. Och, uplyst af Dit ljus, den salla kunskap winna. Hur jag ffal laster fly, hur jag mig ställa bör At finna rätt den wäg, som til Din wänffap för» Lär mig af mänsklighet wid likars ofärd ömma, Och ej min BrödrapUgt af egennytta glömma. Ej fly en uslings röst, dä han om hjelp mig ber. Ej wända ögat bort, dä jag hans tärar ser! Lär mig bland wänners tal et wärdigt urwal göra, Dä ffal ej hopens larm mit sinnes lugn förstöra; Jag dem blott älffa wil, som utan snuckrans gift, Mig säga mina fel af ädel wänffaps drift. Om jag pä detta sätt min wandring kan inrätta. Och bli den armas stöd, och hans bekymmer lätta. Och om jag nägon gäng kan ge ät oskuld ffygd. Och stundom göra godt, och öfwa nägon dygd, Dä blir min lefnad nögd — Och under äldrens börda, Skal jag i sinnes lugn de rika frugter störda Som äro dygdens lön. - - Ack hwilket haf af godt! Min själ är redan tjust af denna Gudalott. Men Du min ömma Far! Du som mig lifwet gifwit. Och dygdens helga bud uti mit hjerta strifwit, Hwi fölgde jaa ej förr den lärdom du mig gaf? Nej jag war blind och yr, blott mina lustars flaf. Nu shnder detta bröst, du ser ju mina tärar. De wittna om det qwal et brottfligt hjerta särar: Jag är dock än din Son - - Och du min änger ser - Förlät et brottfligt b^rn, som diq om tilgift ber. Han all sin därffap sett, ha.l dina fel wil rätta, Han wil din älderdom och dina bördor lätt"
cluster_30794137;5;3270;8;3;1395;;1782-10-24T00:00:00Z;1791-10-07T00:00:00Z;10;1790;year+;Sweden;Finland;Turku;1782;['Turku', 'Stockholm', 'Falun'];['Tidningar Utgifne Af Et Sällskap I Åbo', 'Stockholmsposten', 'Fahlu Weckoblad'];['Finland', 'Sweden'];True;1782-10-24T00:00:00Z;1783-01-08T00:00:00Z;Turku;Finland;Stockholm;Sweden;stories;"fsiukdom. som gör deras lcfnad odragelig, midt uti öfwerflödet. Du lyckliga! ofta händer innan dina dagars siut, at lvckan kastar om, och man far se dig som en hög och lummig Ek, kullstagen af wäd, rens raseri. En owärdig trader i dit kall; orattwisan borttager dit ars; afund och förtal swarta dina bastå gärningar. Ingen wan roagar inga i dit hus, som dlifwit fattigdomens hemwist. Hwad ar da manmskjan? Hwilken styrka! Hwil, ken swagbet! När timman star mäste en Konung, om han an wore omgifwen as hela sm krigshär, stupa och förwandlas i en hand full damm. Du, Du allena , Gudommeliga och oandeliga Wastnde! Du, Fader och Reqerare öfwer alt det som warit, och annu skal blifwa! Du har ingen fdrwandling at befrukta; aldrig, aldrig blifwer Din spiras waldc förminffadt. De forna tidehwarf, som aro okande för mans nistjo-slägtet, samt de som komma stola, aro i det klaraste ljus för Dit ansikte. Du har stildt tidrn ifrån ewighetrn. Det ar Din hand som styr flädrarna til hans flygt, pH det han hwarken stal wara för langsam i sm fart, eller flyga för snart sm kos. Odet kaller sig pä kna wid Dina fötter, och laser i Din heliga bok. Din wiljas oemotsägliga domar; men nar Dina ögon mota det, förändras alt. Naturen ar icke mer til. Det ewiga liuset utgjuter et haf af wällust, som flyter vr den Aldrabögstes bröst; dar finnes hwarken sorg e"
cluster_6151717;4;3208;6;4;623;;1782-07-04T00:00:00Z;1791-04-16T00:00:00Z;4;1790;year+;Sweden;Finland;Turku;1782;['Turku', 'Stockholm', 'Göteborg', 'Falun'];['Tidningar Utgifne Af Et Sällskap I Åbo', 'Fahlu Weckoblad', 'Stockholmsposten', 'Hwad Nytt?'];['Finland', 'Sweden'];True;1782-07-04T00:00:00Z;1782-07-13T00:00:00Z;Turku;Finland;Stockholm;Sweden;stories;"bor et lyckligt Herde-par, Bland nöjen de sit lif förnöta, Och oa de sina hjordar stöta, Försttl lar kärlek deras dar. I m? Mketens sälla stygd, Fär byggoens folk de nöjen smaka > S m lvären gifwit dem lilbaka, Och ökas genom deras dvgd. Se här kring denna lugna wik, Sit när den tresna fistarn breder; Hur lätt dan bölj.ms barn förleder. Och blir af deras ofärd rik! H > öär det wackra skersält. Hur stön den gröna brädden lyser! Det Landtmans hopp och rikdom hyser, Vch pryder nejden kring hans tält. Välkommen ds, du glada wsr. Med all den sällhet du ost delar! Ej nägot nöje bygden selar Sä länge den dig äga"
cluster_30965499;7;3035;6;5;1165;;1786-01-31T00:00:00Z;1794-05-24T00:00:00Z;5;1790;year+;Sweden;Sweden;Stockholm;1786;['Stockholm', 'Falun', 'Gävle', 'Örebro', 'Linköping'];['Stockholmsposten', 'Fahlu Weckoblad', 'Weckoblad För Gefleborgs Län', 'Örebro Weckoblad', 'Linköpings Weckotidningar'];['Sweden'];;;;;;;;stories;"d som war emellan dessa bagge djuren; men förgafwes: ägaren wille ha sin Hund. Nä, ester sä är,^swarade Wäktaren, sa tag Er Hund sjelf, ty jag kan ej utan lifsfara äterskaffa honom. Agaren mäste således lemna hoppet at fä Hunden igen. Efter ek ärs förlopp ljuknade Hunden och dog. Lejonet inbillade sig några dar, at han fest Han wille wäcka honom, men sedan han länge rört och wändt honom med sina rammar, märkte han at Hunden war död; hans här reste sig, hans ögon gnistrade och hans sorg utbrast med raseri: i detta tilständ kastade han sig jfcän det ena stället til det andra i sin bur. An bet han i gallren för at krossa dem, än betraktade han wcd fö.ffräkra ögon sin wäns döda kropp, och röt förfärligen. Han war sä gruflig, at han upkastade stora plankor af golfwet- Man wille taga ifrän honom ämnet til höns grymma sorg, men omöjeligen; han aktade den lilla Hunden med stor omsorg. Han smakade ej den föda man gaf honom, för at stilla han; raseriWäktaren kastade dä lcfwande hundar infil honom, och hail rcs dem i stycken. Andteli, gen lade han sig och tog sin döda wZn i famnen. Han förblef sälunda liggande i 6 dagar, utan at wilja förtära något. Ingen ting kunde förminska hans sorg; han trana, de och dog. Wäktaren bcgret dessa twänne wänner, och lade dem i en gros tilsammans. &l"
cluster_8229326;7;2523;7;5;908;;1789-09-30T00:00:00Z;1796-08-27T00:00:00Z;8;1790;year+;Sweden;Sweden;Stockholm;1789;['Stockholm', 'Norrköping', 'Gävle', 'Göteborg', 'Falun'];['Dagligt Allehanda', 'Fahlu Weckoblad', 'Stockholmsposten', 'Norrköpings Tidningar', 'Götheborgs Tidningar', 'Weckoblad För Gefleborgs Län'];['Sweden'];;;;;;;;news;"ng Rsngl. Höctbtl Rroit-printscti. «T!S GUSTAF, med Guds Näde Sweriges, Githes, och Wendes Konung, ?e. ac. oc. Slrfiwnge ""-i-' til Norrige, samt Hertig til Schleswig Holstein, .'c. jc. oc. Tilbjude den Högborne Furste, WLr Älstelige käre Son, Herr vllLTA? /Vvvl^p^, Sweriges, GötheS och Wendes Kron-Print? cch ArsFurste. A'.f-o!Nge til Dannemarck och Norrige, samt Hertig ti^ Schleswig Holstein jr. Wär kärwänlig» IiälSning, samt hivad mera kärt och godt Wi förmä med Gud AllSmägtigHögborne Knrste, Wär Älftelige kAre Son! tit i underdänig ffrif af den 2o:de sistlednc Augusti anmäler Eder Kongl. Höghet, at General-D!recteuren ob Riddaren as WZr Wasa-L den, Olof as A.rel, til sörwalining as (sonststorium Aeadenucum i 'lpsala astämnat och förärat en Summa, stor Tretusende Trehundrade Trettio tre Riksdaler, fetten Schillingar spene. tji inrättning af twänne Stipendier därstädes, pä de wilker, som kt as Eder Kcngl. Höghet in^ändt Utdrag af bemälde General - Direeteurs Testamente utwisar. En oinflränkt ömhet och omsorg för deti.-i psperliz^ LÄ»«nS - Stte. for den ungdom där danas iil fliSlige Med- GUST AF. Sr. N&gt;Ilh. Str.\ni6erg, S"
cluster_6797477;14;1922;4;8;845;;1794-01-28T00:00:00Z;1799-05-04T00:00:00Z;5;1790;year+;Sweden;Sweden;Göteborg;1794;['Göteborg', 'Falun', 'Visby', 'Örebro', 'Norrköping', 'Gävle', 'Uppsala', 'Karlskrona'];['Fahlu Weckoblad', 'Nytt Och Gammalt', 'Carlscronas Wekoblad', 'Götheborgs Allehanda', 'Norrköpings Tidningar', 'Götheborgs Tidningar', 'Weckoblad För Gefleborgs Län', 'Upsala Tidning', 'Örebro Weckoblad'];['Sweden'];;;;;;;;announcement;"lle öfrige förbrytelser empt denna Wär Nädiga Förordning uff de indi, hwar-ä icke redan här ostvan witze böter blifwit stadgade, umgällas med Tio Riksdalers plikt, sä wäl för Gäster svin Wärdar, Köpare som Säljare; Hwilka böter fördublas wid bewisligen förnyad brottstighet. Och stal det wara Fiscaler, Krono-och Police-Betjenter tillåtit at, i frän den i nästkommande Augusti obehindradt ingä pä alla publiqve Försäljnings ställen, såsom Källare, Wärdshus, Tracteurs-och Näringsställen, Caffe-hus och Krogar med mera, uti hwad ruin som hälst Wärdén nyttjar, utan at sädant under nägon stags förewändning, wid answar mä wägras, at efterspana och bewaka det inga förbrytelser emot detta Märt Nådiga Förbud"
cluster_30965113;7;1814;3;4;560;;1793-01-25T00:00:00Z;1798-01-13T00:00:00Z;1;1790;year+;Sweden;Sweden;Stockholm;1793;['Stockholm', 'Lund', 'Västerås', 'Gävle'];['Stockholmsposten', 'Nytt Och Gammalt', 'Westeråsposten', 'Weckoblad För Gefleborgs Län'];['Sweden'];;;;;;;;advice;"märkningar angående det sä kallade Manna fbliata dier Manna eli {ronde, af 2ld. Modeer. Manna nyttjas mycket pä wara Apothek, och Författaren sager, at til Swerige kommer ifrån Italien ärligen 600 stälp. som gör et warde af ungefärligen 800 R:dr; och likwäl finnes inom Swensta gränsor och pä Swensta Asteträdet mer än detta behof af ägta Manna, svin otwifwclaktigt mäste wara lika sa god som ben hwilken hännas af Neapels och Siciliens Ast. Af en^ händelse har Herr Modeer kommit at uptäcka, det en til utseende och smak aldeles agra Manna af et litet insect, kallat hoppfly (O"
cluster_6136029;4;1691;3;4;1477;;1791-02-08T00:00:00Z;1795-09-26T00:00:00Z;9;1790;year+;Sweden;Sweden;Stockholm;1791;['Stockholm', 'Gävle', 'Norrköping', 'Göteborg'];['Stockholmsposten', 'Götheborgska Nyheter', 'Norrköpings Tidningar', 'Weckoblad För Gefleborgs Län'];['Sweden'];;;;;;;;stories;"e, da be singö se hwarandra. ""Ni gackrs mod wig , fade to» förre lil Adelsmannen , da ni pästar arrest pä venne Herrn såsom brottstig. Jag känner honom för en bra och hederlig man, han är en ibland mina grannar, och äfiven min wän"".—""Om.—""Om han ock, swarade Adelsmannen, wörö er bror eller or far, stulle jag likwäl ej afhälla mig at anklaga honom såsom den, hwilken begått det mord jag nyst uptäckt i stogcn. Jag fordrar således at ni fullgör er flyldighek"". Man kan förestalla stg den anklagades belägenhet. Han swäfwade mellan fruktan och hopp, osäker huruwida Befallningshafwanden kunde öfwcrtygas af Adelsmannen. En ny händelse uplyste fåken. Oen anklagades bletzurer och derjemte hans fruktan at bli röjd, hade, wid hans ankomst lil wärdshuset, ädragit honom en feber, som nödga, de honom at halla stg wid sången- Under det Befallningshafwanden och Adelsmannen twistade nied hwarannan, Klef ben senare wärst at hunden ouphörligen wädrade pä den sjukas kläder, svin hängde öfwer en stol, och at han i synnerhet rycktes halla sig wid den ena fick',,. Detta stärkte mistlanrarne hos Adelsmannen, fom företog sig at ranfakon denna fickan, hwarest hail fann en knif och en näsduk, bägge mycket blodiga. Han wisade bein för Befallningshafwanden, som, dä han ingenkände märket pä näsduken, strek li! helt häfrigl - ""Det är min dotters näsduk- Olycklige! har du wäl kunnat' wara nog gudlös at mörda henne! Du ivar lilstädes, dä jag bad henne bära 50 Guineer lil en af mina grannar som jag ivar st"
